	x				y
-32.000000		164.000000
-31.980000		162.320312
-31.959999		160.641479
-31.939999		158.963501
-31.919998		157.286255
-31.899998		155.609863
-31.879997		153.934204
-31.859997		152.259277
-31.839996		150.585205
-31.819996		148.912109
-31.799995		147.239502
-31.779995		145.567993
-31.759995		143.897217
-31.739994		142.227051
-31.719994		140.557861
-31.699993		138.889404
-31.679993		137.221802
-31.659992		135.554932
-31.639992		133.888916
-31.619991		132.223633
-31.599991		130.559326
-31.579990		128.895508
-31.559990		127.232788
-31.539989		125.570801
-31.519989		123.909424
-31.499989		122.249023
-31.479988		120.589355
-31.459988		118.930664
-31.439987		117.272461
-31.419987		115.615234
-31.399986		113.958984
-31.379986		112.303223
-31.359985		110.648438
-31.339985		108.994385
-31.319984		107.341064
-31.299984		105.688721
-31.279984		104.037109
-31.259983		102.386230
-31.239983		100.736206
-31.219982		99.086914
-31.199982		97.438477
-31.179981		95.790771
-31.159981		94.144043
-31.139980		92.498047
-31.119980		90.852783
-31.099979		89.208252
-31.079979		87.564697
-31.059978		85.921875
-31.039978		84.279785
-31.019978		82.638550
-30.999977		80.998047
-30.979977		79.358521
-30.959976		77.719727
-30.939976		76.081543
-30.919975		74.444336
-30.899975		72.807983
-30.879974		71.172363
-30.859974		69.537476
-30.839973		67.903320
-30.819973		66.270264
-30.799973		64.637695
-30.779972		63.006104
-30.759972		61.375244
-30.739971		59.745239
-30.719971		58.115967
-30.699970		56.487549
-30.679970		54.859863
-30.659969		53.233154
-30.639969		51.607056
-30.619968		49.981812
-30.599968		48.357422
-30.579967		46.733765
-30.559967		45.110840
-30.539967		43.488892
-30.519966		41.867676
-30.499966		40.247314
-30.479965		38.627563
-30.459965		37.008789
-30.439964		35.390747
-30.419964		33.773438
-30.399963		32.156982
-30.379963		30.541382
-30.359962		28.926514
-30.339962		27.312500
-30.319962		25.699219
-30.299961		24.086914
-30.279961		22.475342
-30.259960		20.864380
-30.239960		19.254395
-30.219959		17.645020
-30.199959		16.036621
-30.179958		14.429077
-30.159958		12.822266
-30.139957		11.216187
-30.119957		9.610962
-30.099957		8.006592
-30.079956		6.402832
-30.059956		4.800049
-30.039955		3.197998
-30.019955		1.596802
-29.999954		-0.003662
-29.979954		-1.603271
-29.959953		-3.202148
-29.939953		-4.800171
-29.919952		-6.397461
-29.899952		-7.993896
-29.879951		-9.589478
-29.859951		-11.184326
-29.839951		-12.778320
-29.819950		-14.371582
-29.799950		-15.963989
-29.779949		-17.555664
-29.759949		-19.146484
-29.739948		-20.736572
-29.719948		-22.325806
-29.699947		-23.914185
-29.679947		-25.501831
-29.659946		-27.088623
-29.639946		-28.674561
-29.619946		-30.259888
-29.599945		-31.844360
-29.579945		-33.427979
-29.559944		-35.010864
-29.539944		-36.592773
-29.519943		-38.174072
-29.499943		-39.754517
-29.479942		-41.334106
-29.459942		-42.912964
-29.439941		-44.490967
-29.419941		-46.068359
-29.399940		-47.644775
-29.379940		-49.220337
-29.359940		-50.795166
-29.339939		-52.369141
-29.319939		-53.942383
-29.299938		-55.514893
-29.279938		-57.086426
-29.259937		-58.657349
-29.239937		-60.227417
-29.219936		-61.796631
-29.199936		-63.364990
-29.179935		-64.932617
-29.159935		-66.499512
-29.139935		-68.065430
-29.119934		-69.630737
-29.099934		-71.195190
-29.079933		-72.758789
-29.059933		-74.321655
-29.039932		-75.883667
-29.019932		-77.444946
-28.999931		-79.005371
-28.979931		-80.564941
-28.959930		-82.123779
-28.939930		-83.681885
-28.919930		-85.239136
-28.899929		-86.795532
-28.879929		-88.351074
-28.859928		-89.906006
-28.839928		-91.459961
-28.819927		-93.013184
-28.799927		-94.565674
-28.779926		-96.117310
-28.759926		-97.668213
-28.739925		-99.218140
-28.719925		-100.767334
-28.699924		-102.315918
-28.679924		-103.863525
-28.659924		-105.410278
-28.639923		-106.956299
-28.619923		-108.501587
-28.599922		-110.046021
-28.579922		-111.589600
-28.559921		-113.132446
-28.539921		-114.674561
-28.519920		-116.215698
-28.499920		-117.756104
-28.479919		-119.295776
-28.459919		-120.834717
-28.439919		-122.372681
-28.419918		-123.909912
-28.399918		-125.446289
-28.379917		-126.981934
-28.359917		-128.516846
-28.339916		-130.050781
-28.319916		-131.583984
-28.299915		-133.116455
-28.279915		-134.648193
-28.259914		-136.178955
-28.239914		-137.708984
-28.219913		-139.238281
-28.199913		-140.766602
-28.179913		-142.294189
-28.159912		-143.821045
-28.139912		-145.347168
-28.119911		-146.872314
-28.099911		-148.396729
-28.079910		-149.920410
-28.059910		-151.443359
-28.039909		-152.965332
-28.019909		-154.486572
-27.999908		-156.006958
-27.979908		-157.526611
-27.959908		-159.045410
-27.939907		-160.563477
-27.919907		-162.080688
-27.899906		-163.597168
-27.879906		-165.112793
-27.859905		-166.627563
-27.839905		-168.141602
-27.819904		-169.654785
-27.799904		-171.167236
-27.779903		-172.678955
-27.759903		-174.189697
-27.739902		-175.699707
-27.719902		-177.208984
-27.699902		-178.717407
-27.679901		-180.225098
-27.659901		-181.731934
-27.639900		-183.237915
-27.619900		-184.743164
-27.599899		-186.247559
-27.579899		-187.751221
-27.559898		-189.254028
-27.539898		-190.756104
-27.519897		-192.257324
-27.499897		-193.757812
-27.479897		-195.257324
-27.459896		-196.756104
-27.439896		-198.254150
-27.419895		-199.751465
-27.399895		-201.247803
-27.379894		-202.743408
-27.359894		-204.238281
-27.339893		-205.732422
-27.319893		-207.225586
-27.299892		-208.718018
-27.279892		-210.209717
-27.259892		-211.700439
-27.239891		-213.190430
-27.219891		-214.679688
-27.199890		-216.168213
-27.179890		-217.655762
-27.159889		-219.142578
-27.139889		-220.628662
-27.119888		-222.113892
-27.099888		-223.598389
-27.079887		-225.081909
-27.059887		-226.564697
-27.039886		-228.046875
-27.019886		-229.528076
-26.999886		-231.008545
-26.979885		-232.488037
-26.959885		-233.966919
-26.939884		-235.444946
-26.919884		-236.922119
-26.899883		-238.398682
-26.879883		-239.874268
-26.859882		-241.349121
-26.839882		-242.823120
-26.819881		-244.296387
-26.799881		-245.768799
-26.779881		-247.240479
-26.759880		-248.711182
-26.739880		-250.181152
-26.719879		-251.650391
-26.699879		-253.118896
-26.679878		-254.586548
-26.659878		-256.053345
-26.639877		-257.519409
-26.619877		-258.984619
-26.599876		-260.448975
-26.579876		-261.912598
-26.559875		-263.375488
-26.539875		-264.837524
-26.519875		-266.298828
-26.499874		-267.759155
-26.479874		-269.218750
-26.459873		-270.677734
-26.439873		-272.135620
-26.419872		-273.592896
-26.399872		-275.049316
-26.379871		-276.505005
-26.359871		-277.959839
-26.339870		-279.413818
-26.319870		-280.867065
-26.299870		-282.319458
-26.279869		-283.770996
-26.259869		-285.221924
-26.239868		-286.671875
-26.219868		-288.121216
-26.199867		-289.569580
-26.179867		-291.017212
-26.159866		-292.464111
-26.139866		-293.910156
-26.119865		-295.355225
-26.099865		-296.799805
-26.079865		-298.243408
-26.059864		-299.686279
-26.039864		-301.128174
-26.019863		-302.569458
-25.999863		-304.009888
-25.979862		-305.449463
-25.959862		-306.888306
-25.939861		-308.326416
-25.919861		-309.763672
-25.899860		-311.199951
-25.879860		-312.635742
-25.859859		-314.070435
-25.839859		-315.504517
-25.819859		-316.937744
-25.799858		-318.370117
-25.779858		-319.801758
-25.759857		-321.232666
-25.739857		-322.662598
-25.719856		-324.091919
-25.699856		-325.520264
-25.679855		-326.947998
-25.659855		-328.374756
-25.639854		-329.800781
-25.619854		-331.226074
-25.599854		-332.650391
-25.579853		-334.074097
-25.559853		-335.496826
-25.539852		-336.918945
-25.519852		-338.340088
-25.499851		-339.760498
-25.479851		-341.180176
-25.459850		-342.598999
-25.439850		-344.017090
-25.419849		-345.434326
-25.399849		-346.850708
-25.379848		-348.266357
-25.359848		-349.681152
-25.339848		-351.095215
-25.319847		-352.508423
-25.299847		-353.920898
-25.279846		-355.332520
-25.259846		-356.743286
-25.239845		-358.153320
-25.219845		-359.562500
-25.199844		-360.970947
-25.179844		-362.378662
-25.159843		-363.785400
-25.139843		-365.191406
-25.119843		-366.596680
-25.099842		-368.001099
-25.079842		-369.404663
-25.059841		-370.807495
-25.039841		-372.209473
-25.019840		-373.610840
-24.999840		-375.011230
-24.979839		-376.410889
-24.959839		-377.809692
-24.939838		-379.207764
-24.919838		-380.604858
-24.899837		-382.001343
-24.879837		-383.396973
-24.859837		-384.791748
-24.839836		-386.185791
-24.819836		-387.579102
-24.799835		-388.971436
-24.779835		-390.363037
-24.759834		-391.753906
-24.739834		-393.143921
-24.719833		-394.533203
-24.699833		-395.921631
-24.679832		-397.309204
-24.659832		-398.696045
-24.639832		-400.082031
-24.619831		-401.467285
-24.599831		-402.851685
-24.579830		-404.235352
-24.559830		-405.618164
-24.539829		-407.000244
-24.519829		-408.381470
-24.499828		-409.761841
-24.479828		-411.141479
-24.459827		-412.520264
-24.439827		-413.898315
-24.419827		-415.275513
-24.399826		-416.651978
-24.379826		-418.027588
-24.359825		-419.402466
-24.339825		-420.776367
-24.319824		-422.149658
-24.299824		-423.522095
-24.279823		-424.893677
-24.259823		-426.264526
-24.239822		-427.634521
-24.219822		-429.003784
-24.199821		-430.372192
-24.179821		-431.739746
-24.159821		-433.106689
-24.139820		-434.472656
-24.119820		-435.837891
-24.099819		-437.202393
-24.079819		-438.565918
-24.059818		-439.928711
-24.039818		-441.290771
-24.019817		-442.652100
-23.999817		-444.012451
-23.979816		-445.372070
-23.959816		-446.730957
-23.939816		-448.088867
-23.919815		-449.446167
-23.899815		-450.802612
-23.879814		-452.158203
-23.859814		-453.512939
-23.839813		-454.867065
-23.819813		-456.220215
-23.799812		-457.572632
-23.779812		-458.924316
-23.759811		-460.275146
